period_begin,state,state_code,property_type,median_sale_price,median_list_price,homes_sold,new_listings,inventory,months_of_supply,off_market_in_two_weeks,parent_metro_region
2021-03-01,Alabama,AL,single family,233700,248800.0,6429,6162.0,13880.0,2.2,0.3034169414,South Region
2024-03-01,Rhode Island,RI,single family,466400,521300.0,547,645.0,858.0,1.6,0.5878131762,Northeast Region
2015-10-01,Louisiana,LA,townhouse,152600,241400.0,6,5.0,44.0,7.3,0.0,South Region
2016-10-01,Rhode Island,RI,single family,246500,257900.0,962,938.0,3835.0,4.0,0.2359738719,Northeast Region
2019-12-01,Massachusetts,MA,condo,435300,503900.0,1214,496.0,2237.0,1.8,0.2437715711,Northeast Region
2023-10-01,Minnesota,MN,multi family,376200,345300.0,83,101.0,197.0,2.4,0.4275813296,Midwest Region
2024-04-01,Mississippi,MS,townhouse,256700,400400.0,47,56.0,105.0,2.2,0.4613095238,South Region
2021-05-01,Nevada,NV,single family,400900,386900.0,4151,4868.0,5416.0,1.3,0.6681707374,West Region
2014-03-01,Louisiana,LA,condo,160200,201600.0,84,93.0,428.0,5.1,0.01669496321,South Region
2022-10-01,Kansas,KS,single family,262100,238800.0,2678,2655.0,3431.0,1.3,0.4133179195,Midwest Region
2015-11-01,Maine,ME,all,136500,126100.0,580,566.0,7876.0,13.6,0.02313163337,Northeast Region
2022-08-01,Arizona,AZ,multi family,511400,430200.0,70,99.0,322.0,4.6,0.3133718134,West Region
2018-06-01,Montana,MT,condo,295500,344200.0,106,127.0,472.0,4.5,0.007874015748,West Region
2014-03-01,Louisiana,LA,single family,170500,174900.0,2135,2086.0,11154.0,5.2,0.01485732332,South Region
2016-05-01,Colorado,CO,townhouse,329900,406700.0,582,747.0,1366.0,2.3,0.5021092459,West Region
2024-06-01,North Carolina,NC,townhouse,346600,424900.0,1438,1767.0,3637.0,2.5,0.3999902618,South Region
2019-09-01,Illinois,IL,condo,213200,260600.0,2163,2834.0,9852.0,4.6,0.2673975643,Midwest Region
2023-08-01,Nevada,NV,condo,270200,447900.0,494,618.0,1313.0,2.7,0.4157600957,West Region
2019-07-01,Connecticut,CT,multi family,222400,264800.0,308,373.0,1231.0,4.0,0.1712799076,Northeast Region
2023-04-01,New Mexico,NM,single family,334000,341400.0,731,912.0,2384.0,3.3,0.3781240774,West Region
2014-05-01,Tennessee,TN,multi family,111100,181800.0,47,61.0,221.0,4.7,0.01229508197,South Region
2017-03-01,Massachusetts,MA,townhouse,338000,432500.0,588,992.0,1416.0,2.4,0.503989061,Northeast Region
2015-01-01,California,CA,single family,409000,415900.0,16571,25974.0,61235.0,3.7,0.2441093423,West Region
2022-08-01,Rhode Island,RI,all,417100,429800.0,1355,1284.0,2159.0,1.6,0.4617342491,Northeast Region
2016-01-01,Alaska,AK,all,259600,290100.0,431,714.0,2890.0,6.7,0.01701320397,West Region
2014-06-01,Michigan,MI,condo,122800,154900.0,1743,2159.0,5528.0,3.2,0.04581978769,Midwest Region
2015-04-01,Rhode Island,RI,multi family,171200,216800.0,124,263.0,687.0,5.5,0.3188434489,Northeast Region
2021-01-01,Iowa,IA,townhouse,241000,202300.0,25,24.0,109.0,4.4,0.03125,Midwest Region
2017-01-01,Florida,FL,all,203000,244200.0,26110,48018.0,154941.0,5.9,0.2035511352,South Region
2015-06-01,Virginia,VA,townhouse,324300,374800.0,2286,2449.0,5580.0,2.4,0.1655975728,South Region
2014-06-01,North Carolina,NC,townhouse,159600,214400.0,621,717.0,2550.0,4.1,0.1751634089,South Region
2022-10-01,Vermont,VT,all,361100,395000.0,810,676.0,1973.0,2.4,0.4780200118,Northeast Region
2017-04-01,New Mexico,NM,single family,217700,228200.0,689,1001.0,4216.0,6.1,0.09763488058,West Region
2020-12-01,Mississippi,MS,all,209100,196700.0,2077,1437.0,6116.0,2.9,0.03041562895,South Region
2018-07-01,Georgia,GA,condo,211300,276700.0,806,959.0,1990.0,2.5,0.4734133273,South Region
2023-11-01,Montana,MT,multi family,461300,487700.0,20,13.0,91.0,4.6,0.1538461538,West Region
2019-12-01,Rhode Island,RI,condo,237800,295000.0,189,118.0,582.0,3.1,0.1750784526,Northeast Region
2015-07-01,Indiana,IN,all,143400,138300.0,9174,9878.0,40421.0,4.4,0.1087546835,Midwest Region
2017-03-01,North Carolina,NC,all,210100,240500.0,13323,18726.0,55211.0,4.1,0.2788278061,South Region
2019-01-01,Pennsylvania,PA,single family,192400,190700.0,5297,7070.0,28922.0,5.5,0.2106660033,Northeast Region
2020-02-01,New Mexico,NM,single family,238200,243600.0,641,832.0,3868.0,6.0,0.06716799669,West Region
2015-12-01,Iowa,IA,condo,142400,174500.0,223,160.0,1120.0,5.0,0.004464285714,Midwest Region
2014-01-01,Ohio,OH,multi family,61000,97700.0,175,325.0,1996.0,11.4,0.00603988604,Midwest Region
2024-10-01,Mississippi,MS,condo,336700,349400.0,51,64.0,232.0,4.5,0.24609375,South Region
2015-11-01,Connecticut,CT,single family,203100,186900.0,1239,1358.0,10176.0,8.2,0.006307730741,Northeast Region
2016-03-01,Washington,WA,townhouse,359400,421200.0,535,645.0,502.0,0.9,0.474799497,West Region
2023-06-01,New York,NY,condo,537300,825500.0,1910,2439.0,8584.0,4.5,0.1133928589,Northeast Region
2023-03-01,Washington,WA,condo,438800,724500.0,702,936.0,1017.0,1.4,0.581965246,West Region
2019-03-01,Nebraska,NE,condo,212400,217200.0,38,42.0,106.0,2.8,0.4400305577,Midwest Region
2022-10-01,New Jersey,NJ,condo,385300,519500.0,981,1028.0,3200.0,3.3,0.2731128971,Northeast Region
2022-11-01,Texas,TX,multi family,357700,311300.0,215,331.0,1067.0,5.0,0.2751013505,South Region
2024-03-01,South Carolina,SC,single family,386900,385200.0,5224,6861.0,18460.0,3.5,0.3686157631,South Region
2017-04-01,Louisiana,LA,multi family,225800,289700.0,145,146.0,509.0,3.5,0.1593744249,South Region
2017-02-01,Utah,UT,townhouse,220700,297600.0,305,423.0,667.0,2.2,0.525537695,West Region
2014-01-01,Illinois,IL,all,146600,179100.0,7850,11280.0,46861.0,6.0,0.1689655218,Midwest Region
2015-05-01,Kentucky,KY,single family,155700,163000.0,3484,5138.0,16833.0,4.8,0.141378109,South Region
2023-05-01,Connecticut,CT,single family,441200,432200.0,2334,3369.0,4997.0,2.1,0.6325172676,Northeast Region
2022-09-01,Nevada,NV,multi family,631200,451300.0,29,37.0,139.0,4.8,0.2385135135,West Region
2014-12-01,Indiana,IN,multi family,64500,106300.0,49,54.0,459.0,9.4,0.07882241216,Midwest Region
2016-03-01,Vermont,VT,all,193100,234100.0,533,1068.0,6048.0,11.3,0.1830095031,Northeast Region
2024-07-01,Iowa,IA,single family,248700,241000.0,3174,3515.0,7379.0,2.3,0.4224185465,Midwest Region
2016-02-01,Pennsylvania,PA,single family,165700,188800.0,5611,8620.0,42608.0,7.6,0.1229347195,Northeast Region
2021-10-01,South Carolina,SC,multi family,246600,367600.0,16,16.0,69.0,4.3,0.4552083333,South Region
2016-05-01,Idaho,ID,single family,202200,231100.0,2843,3611.0,10394.0,3.7,0.01165259644,West Region
2014-05-01,Utah,UT,condo,190400,305700.0,333,428.0,1874.0,5.6,0.01406527722,West Region
2021-03-01,Idaho,ID,single family,408800,435400.0,2716,3253.0,4630.0,1.7,0.579026632,West Region
2024-09-01,Columbia,DC,single family,1020200,659900.0,68,157.0,368.0,5.4,0.4117647059,South Region
2014-06-01,Alabama,AL,townhouse,127100,184700.0,108,95.0,457.0,4.2,0.006477732794,South Region
2016-07-01,Hawaii,HI,townhouse,519300,528800.0,9,10.0,112.0,12.4,0.32,West Region
2024-01-01,North Carolina,NC,all,354500,369800.0,8643,12514.0,29235.0,3.4,0.3337843279,South Region
2016-10-01,Delaware,DE,condo,113800,212800.0,44,51.0,219.0,5.0,0.1307189542,South Region
2019-04-01,Nevada,NV,single family,313800,317600.0,3715,5084.0,12214.0,3.3,0.3514739069,West Region
2024-02-01,Virginia,VA,townhouse,477900,549000.0,1193,1361.0,1748.0,1.5,0.6117792781,South Region
2023-01-01,Louisiana,LA,all,232800,246200.0,2481,3211.0,10527.0,4.2,0.2132687866,South Region
2023-07-01,Idaho,ID,all,480100,508400.0,2372,3029.0,7771.0,3.3,0.352462334,West Region
2018-10-01,Connecticut,CT,multi family,188700,265400.0,257,353.0,1235.0,4.8,0.1665237706,Northeast Region
2022-05-01,South Dakota,SD,multi family,319300,316900.0,13,25.0,40.0,3.1,0.2666666667,Midwest Region
2021-03-01,New Jersey,NJ,townhouse,311200,344700.0,715,865.0,1350.0,1.9,0.5418427642,Northeast Region
2024-04-01,Colorado,CO,single family,681100,580200.0,4996,8530.0,14411.0,2.9,0.4864037211,West Region
2023-01-01,Columbia,DC,multi family,875500,635000.0,12,22.0,109.0,9.1,0.3,South Region
2016-06-01,Ohio,OH,multi family,73800,131900.0,297,432.0,1857.0,6.3,0.2122558846,Midwest Region
2023-06-01,Wisconsin,WI,multi family,239200,259200.0,309,431.0,671.0,2.2,0.6041665349,Midwest Region
2014-08-01,Missouri,MO,multi family,108600,126600.0,77,90.0,194.0,2.5,0.0,Midwest Region
2024-11-01,Rhode Island,RI,single family,491500,480100.0,613,564.0,1186.0,1.9,0.4206614233,Northeast Region
2015-08-01,North Carolina,NC,townhouse,159000,214100.0,736,946.0,3142.0,4.3,0.2077039025,South Region
2018-02-01,Oregon,OR,condo,281500,400600.0,249,388.0,716.0,2.9,0.4718913906,West Region
2020-08-01,Michigan,MI,condo,197800,226600.0,1880,2084.0,4142.0,2.2,0.3386485133,Midwest Region
2017-04-01,New Jersey,NJ,all,284500,339400.0,9134,15556.0,54930.0,6.0,0.1143925647,Northeast Region
2016-02-01,Kansas,KS,condo,92800,206500.0,16,37.0,62.0,3.9,0.2402402402,Midwest Region
2024-03-01,Indiana,IN,single family,252000,264200.0,6007,6980.0,10615.0,1.8,0.491573937,Midwest Region
2014-08-01,Oregon,OR,condo,218600,284900.0,359,399.0,1175.0,3.3,0.2484594194,West Region
2016-03-01,Maryland,MD,multi family,80000,150000.0,10,11.0,37.0,3.7,0.2222222222,South Region
2015-03-01,Wyoming,WY,condo,649000,705000.0,9,17.0,49.0,5.4,0.1111111111,West Region
2015-10-01,Ohio,OH,condo,115400,128100.0,1036,983.0,4167.0,4.0,0.1875638835,Midwest Region
2014-05-01,New Hampshire,NH,single family,224700,232100.0,1290,2259.0,7382.0,5.7,0.01083560835,Northeast Region
2016-02-01,Idaho,ID,all,192100,215100.0,1720,2332.0,9794.0,5.7,0.01235294199,West Region
2024-08-01,New Mexico,NM,townhouse,431500,533000.0,32,31.0,79.0,2.5,0.5322580645,West Region
2019-05-01,Arizona,AZ,condo,169700,293200.0,739,674.0,1547.0,2.1,0.3403970208,West Region
2021-05-01,New York,NY,townhouse,556700,513300.0,319,455.0,928.0,2.9,0.3516605805,Northeast Region
2020-12-01,South Dakota,SD,multi family,299600,241000.0,18,9.0,24.0,1.3,0.0,Midwest Region
2023-11-01,Arkansas,AR,all,242400,261500.0,2560,3176.0,10122.0,4.0,0.2649634616,South Region
2023-11-01,Maryland,MD,multi family,306600,191900.0,28,39.0,108.0,3.9,0.2621794872,South Region
2024-04-01,Idaho,ID,condo,497300,658900.0,70,100.0,322.0,4.6,0.407375,West Region
2017-06-01,New York,NY,all,431000,481800.0,16149,23961.0,75409.0,4.7,0.1392176087,Northeast Region
2020-03-01,New Mexico,NM,single family,256200,252200.0,808,878.0,3858.0,4.8,0.1048142721,West Region
2017-07-01,Kansas,KS,townhouse,170400,247300.0,91,94.0,25.0,0.3,0.5358416771,Midwest Region
2022-10-01,Virginia,VA,multi family,361400,284200.0,47,75.0,123.0,2.6,0.5422857143,South Region
2023-02-01,Washington,WA,single family,587700,585400.0,4462,4895.0,8269.0,1.9,0.4461376173,West Region
2021-01-01,Colorado,CO,townhouse,455300,479200.0,745,1067.0,1558.0,2.1,0.3624406354,West Region
2021-02-01,California,CA,condo,536500,814200.0,4474,5620.0,9196.0,2.1,0.5030742348,West Region
2018-07-01,Arizona,AZ,condo,165100,274300.0,603,565.0,1396.0,2.3,0.3657354234,West Region
2017-08-01,Montana,MT,condo,230000,290800.0,110,114.0,565.0,5.1,0.0,West Region
2015-11-01,Kentucky,KY,townhouse,121900,158100.0,40,44.0,179.0,4.5,0.153030303,South Region
2022-07-01,Vermont,VT,condo,376700,382700.0,48,60.0,148.0,3.1,0.6673642439,Northeast Region
2017-07-01,North Dakota,ND,condo,180000,250100.0,18,16.0,62.0,3.4,0.0625,Midwest Region
2020-06-01,Nevada,NV,townhouse,249700,348100.0,307,416.0,1011.0,3.3,0.3299553315,West Region
2019-11-01,Maine,ME,single family,225200,222300.0,1570,1205.0,5187.0,3.3,0.2907676812,Northeast Region
2019-10-01,West Virginia,WV,condo,105900,182300.0,13,10.0,89.0,6.8,0.0,South Region
2014-01-01,North Carolina,NC,condo,129200,213000.0,163,327.0,1768.0,10.8,0.1132994302,South Region
2015-04-01,Georgia,GA,all,187800,219500.0,11365,18745.0,56273.0,5.0,0.1989269869,South Region
2015-06-01,South Dakota,SD,multi family,117200,177700.0,6,5.0,25.0,4.2,0.0,Midwest Region
2020-08-01,New Mexico,NM,townhouse,255700,362400.0,24,22.0,57.0,2.4,0.263322884,West Region
2019-10-01,Massachusetts,MA,all,415500,446800.0,7547,8750.0,22047.0,2.9,0.3569079994,Northeast Region
2024-12-01,Nebraska,NE,townhouse,298000,309300.0,93,91.0,308.0,3.3,0.2505128205,Midwest Region
2021-03-01,Missouri,MO,multi family,193600,204300.0,140,202.0,231.0,1.7,0.5260195662,Midwest Region
2022-11-01,Hawaii,HI,multi family,1058800,499000.0,4,2.0,9.0,2.3,0.3333333333,West Region
2022-05-01,New Mexico,NM,multi family,349600,411900.0,19,18.0,31.0,1.6,0.2666666667,West Region
2019-09-01,Arizona,AZ,multi family,310100,300900.0,81,98.0,319.0,3.9,0.2649542576,West Region
2018-01-01,Alabama,AL,townhouse,130100,192100.0,96,101.0,347.0,3.6,0.1738518679,South Region
2016-10-01,Minnesota,MN,all,212100,215200.0,6796,6018.0,21465.0,3.2,0.2651146913,Midwest Region
2019-06-01,Vermont,VT,condo,226100,283800.0,81,111.0,345.0,4.3,0.3216361523,Northeast Region
2021-07-01,Mississippi,MS,all,217300,226700.0,2328,2649.0,6574.0,2.8,0.0338941896,South Region
2020-08-01,Kentucky,KY,single family,208100,199300.0,5184,5145.0,9566.0,1.8,0.435915102,South Region
2023-02-01,New Hampshire,NH,all,397700,435600.0,811,929.0,2088.0,2.6,0.5684684531,Northeast Region
2023-10-01,New Mexico,NM,single family,367800,337500.0,750,951.0,2829.0,3.8,0.3284871863,West Region
2022-11-01,North Carolina,NC,all,350400,343400.0,11713,10916.0,32702.0,2.8,0.3345978063,South Region
2023-11-01,New Mexico,NM,condo,436700,523500.0,39,46.0,139.0,3.6,0.3463341858,West Region
2014-08-01,Maryland,MD,townhouse,199900,238400.0,1872,2461.0,7491.0,4.0,0.1147657812,South Region
2019-05-01,Utah,UT,condo,262900,420000.0,545,572.0,1177.0,2.2,0.4933797208,West Region
2019-10-01,New Jersey,NJ,all,323500,342900.0,10653,12014.0,47661.0,4.5,0.108502757,Northeast Region
2024-07-01,Nevada,NV,multi family,587400,488400.0,27,39.0,124.0,4.6,0.1783216783,West Region
2015-09-01,Montana,MT,all,239500,238700.0,1286,1182.0,6714.0,5.2,0.01242666139,West Region
2015-09-01,New Hampshire,NH,single family,240400,231300.0,1643,1893.0,10572.0,6.4,0.1455620641,Northeast Region
2020-12-01,Iowa,IA,single family,187300,189400.0,3431,1902.0,7449.0,2.2,0.1354303455,Midwest Region
2021-11-01,Alaska,AK,multi family,399500,338000.0,71,28.0,121.0,1.7,0.3658385093,West Region
2022-03-01,South Dakota,SD,all,293200,314800.0,700,921.0,1824.0,2.6,0.3224573071,Midwest Region
2014-04-01,Illinois,IL,condo,187300,234200.0,2488,4128.0,8431.0,3.4,0.3143664081,Midwest Region
2017-02-01,New Hampshire,NH,multi family,168900,256900.0,59,62.0,317.0,5.4,0.2971710189,Northeast Region
2021-02-01,North Carolina,NC,townhouse,255200,310100.0,1127,1331.0,2588.0,2.3,0.5223623933,South Region
2019-05-01,Oklahoma,OK,multi family,196000,193000.0,38,42.0,92.0,2.4,0.6890959282,South Region
2024-05-01,Arizona,AZ,single family,472300,464000.0,8445,10119.0,25135.0,3.0,0.2924636588,West Region
2019-09-01,Alabama,AL,multi family,223900,229600.0,10,14.0,53.0,5.3,0.1818181818,South Region
2014-07-01,New York,NY,townhouse,192000,182300.0,172,235.0,1218.0,7.1,0.01550827423,Northeast Region
2014-08-01,South Carolina,SC,condo,120500,204000.0,608,715.0,4537.0,7.5,0.006515195392,South Region
2015-03-01,Arizona,AZ,condo,112400,233000.0,582,694.0,2279.0,3.9,0.162269376,West Region
2019-10-01,New Hampshire,NH,townhouse,219400,305200.0,206,181.0,435.0,2.1,0.4915761629,Northeast Region
2023-01-01,Colorado,CO,all,548500,547300.0,3848,5843.0,14324.0,3.7,0.3039575595,West Region
2019-04-01,New Jersey,NJ,townhouse,238300,308600.0,590,1022.0,2906.0,4.9,0.2070348362,Northeast Region
2020-02-01,Idaho,ID,condo,283100,374200.0,54,60.0,222.0,4.1,0.2147321429,West Region
2018-03-01,South Dakota,SD,single family,200000,216300.0,685,903.0,2668.0,3.9,0.004457135535,Midwest Region
2024-07-01,Alabama,AL,all,286500,289300.0,5745,6934.0,19976.0,3.5,0.311736592,South Region
2023-07-01,Texas,TX,all,352300,356000.0,28738,38342.0,94030.0,3.3,0.3224131183,South Region
2016-01-01,New Jersey,NJ,all,243300,249100.0,3933,6515.0,32831.0,8.3,0.03395439181,Northeast Region
2015-07-01,Rhode Island,RI,all,231500,249000.0,1396,1810.0,6637.0,4.8,0.2313481326,Northeast Region
2023-12-01,California,CA,townhouse,796000,865300.0,745,502.0,1250.0,1.7,0.317273373,West Region
2019-11-01,Indiana,IN,all,171000,163200.0,7342,5898.0,23496.0,3.2,0.146585361,Midwest Region
2018-11-01,Iowa,IA,townhouse,220300,172900.0,20,12.0,116.0,5.8,0.0,Midwest Region
2023-05-01,Kansas,KS,all,274800,269800.0,3389,3689.0,3383.0,1.0,0.5339998355,Midwest Region
2015-12-01,Michigan,MI,all,127600,114100.0,11325,8037.0,49642.0,4.4,0.04673598556,Midwest Region
2018-03-01,Ohio,OH,multi family,83900,152800.0,365,475.0,1393.0,3.8,0.3646711144,Midwest Region
2023-06-01,New Hampshire,NH,condo,423500,502200.0,251,302.0,422.0,1.7,0.6974018091,Northeast Region
2019-08-01,Columbia,DC,townhouse,714000,529000.0,339,328.0,633.0,1.9,0.3944099379,South Region
2021-03-01,Florida,FL,townhouse,267300,345900.0,3981,4015.0,5268.0,1.3,0.5135074815,South Region
2021-04-01,New Mexico,NM,townhouse,318100,362500.0,31,34.0,70.0,2.3,0.35,West Region
2018-02-01,Florida,FL,multi family,227700,262800.0,317,551.0,1758.0,5.5,0.2587063321,South Region
2024-07-01,Idaho,ID,condo,573900,801400.0,59,97.0,395.0,6.7,0.2185076092,West Region
2018-03-01,Texas,TX,condo,192000,290400.0,1059,1458.0,3328.0,3.1,0.365410027,South Region
2016-01-01,South Dakota,SD,townhouse,155600,197500.0,12,46.0,148.0,12.3,0.0,Midwest Region
2021-01-01,Tennessee,TN,condo,261900,314900.0,353,511.0,1105.0,3.1,0.3909072546,South Region
2016-06-01,Texas,TX,townhouse,217800,238300.0,774,967.0,2292.0,3.0,0.3950785727,South Region
2019-10-01,Pennsylvania,PA,townhouse,186900,229700.0,3383,4203.0,9451.0,2.8,0.3780299937,Northeast Region
2014-04-01,California,CA,single family,435000,433400.0,24938,33003.0,60240.0,2.4,0.3137196009,West Region
2023-03-01,Montana,MT,multi family,634400,431300.0,19,33.0,83.0,4.4,0.3888888889,West Region
2024-02-01,New Mexico,NM,condo,306600,519900.0,33,47.0,135.0,4.1,0.3317298797,West Region
2021-03-01,Alaska,AK,single family,317100,334000.0,622,838.0,962.0,1.5,0.5270774985,West Region
2015-02-01,Louisiana,LA,all,173200,189100.0,2256,1951.0,11681.0,5.2,0.02279835855,South Region
2015-01-01,Maine,ME,all,118500,131000.0,341,188.0,3164.0,9.3,0.0,Northeast Region
2017-04-01,South Carolina,SC,townhouse,171500,256700.0,332,439.0,1393.0,4.2,0.2416934686,South Region
2020-04-01,Illinois,IL,single family,232100,223100.0,8764,8430.0,31655.0,3.6,0.2420372526,Midwest Region
2022-03-01,South Carolina,SC,condo,249000,370600.0,1153,1185.0,1964.0,1.7,0.6051736738,South Region
2020-05-01,Idaho,ID,multi family,334300,294600.0,30,43.0,122.0,4.1,0.261351052,West Region
2016-11-01,Indiana,IN,townhouse,161100,151900.0,74,79.0,384.0,5.2,0.04192846416,Midwest Region
2019-09-01,New Mexico,NM,condo,283100,361800.0,86,48.0,220.0,2.6,0.175,West Region
2021-02-01,Pennsylvania,PA,single family,232900,239000.0,5759,6100.0,16162.0,2.8,0.4394266805,Northeast Region
2016-10-01,Vermont,VT,multi family,244400,242700.0,17,16.0,129.0,7.6,0.0546875,Northeast Region
2018-06-01,Montana,MT,multi family,285700,284200.0,24,48.0,145.0,6.0,0.0,West Region
2023-04-01,Pennsylvania,PA,condo,255700,296200.0,376,533.0,1113.0,3.0,0.5209377036,Northeast Region
2019-09-01,Mississippi,MS,condo,171100,171300.0,33,27.0,161.0,4.9,0.0,South Region
2017-06-01,Delaware,DE,single family,260100,236200.0,792,904.0,2428.0,3.1,0.1396493259,South Region
2015-07-01,Louisiana,LA,single family,186300,189700.0,3503,2634.0,11005.0,3.1,0.07341690983,South Region
2016-05-01,Kansas,KS,condo,96400,208100.0,35,32.0,72.0,2.1,0.3451704545,Midwest Region
2024-06-01,Iowa,IA,condo,240400,299600.0,401,434.0,1124.0,2.8,0.3290832485,Midwest Region
2024-11-01,Arkansas,AR,multi family,283500,267200.0,34,18.0,100.0,2.9,0.1507936508,South Region
2023-07-01,Nebraska,NE,all,290200,286100.0,1905,2158.0,3544.0,1.9,0.4997289014,Midwest Region
2014-07-01,Illinois,IL,single family,193600,183900.0,10912,13914.0,50023.0,4.6,0.1995139787,Midwest Region
2017-07-01,South Dakota,SD,townhouse,199400,227600.0,42,45.0,210.0,5.0,0.0,Midwest Region
2018-04-01,Minnesota,MN,single family,260100,248200.0,4779,7379.0,14043.0,2.9,0.4758333564,Midwest Region
2019-02-01,California,CA,multi family,695900,615700.0,802,1372.0,4365.0,5.4,0.2426375594,West Region
2015-09-01,Missouri,MO,multi family,92400,131000.0,110,140.0,434.0,3.9,0.07258116883,Midwest Region
2023-04-01,Kentucky,KY,townhouse,201700,300300.0,52,58.0,85.0,1.6,0.7490968801,South Region
2022-01-01,North Dakota,ND,condo,172200,238300.0,13,9.0,39.0,3.0,0.0,Midwest Region
2015-11-01,Idaho,ID,single family,195300,197400.0,1854,1539.0,9626.0,5.2,0.01136002351,West Region
